epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7708543539047241,0.4911578893661499,0.7828881144523621,0.45315468311309814
1,0.7866053581237793,0.45720651745796204,0.76953125,0.46938803791999817
2,0.8018208146095276,0.4239690899848938,0.8087197542190552,0.39449286460876465
3,0.8106414079666138,0.3953634798526764,0.8222026228904724,0.37928852438926697
4,0.8236202001571655,0.3774726390838623,0.8205645084381104,0.45202967524528503
5,0.8345829248428345,0.3601323068141937,0.8407257795333862,0.34811607003211975
6,0.8442225456237793,0.34070470929145813,0.8452621102333069,0.34878575801849365
7,0.8530116081237793,0.3286474049091339,0.8331653475761414,0.3909350335597992
8,0.8584929704666138,0.32008951902389526,0.7448336482048035,0.7261824011802673
9,0.8623046875,0.308081716299057,0.8539566397666931,0.33256757259368896
10,0.8661479353904724,0.3025853931903839,0.8201864957809448,0.5225176811218262
11,0.8717867732048035,0.295375257730484,0.8642893433570862,0.31045979261398315
12,0.8759135603904724,0.28710153698921204,0.8608871102333069,0.34998759627342224
13,0.874243974685669,0.284690260887146,0.8618951439857483,0.3353680968284607
14,0.8797882795333862,0.2771839499473572,0.8276209831237793,0.42086148262023926
15,0.8819304704666138,0.2709720730781555,0.8714717626571655,0.3274620771408081
16,0.8860257267951965,0.2681936025619507,0.8608871102333069,0.3333936929702759
17,0.8888608813285828,0.2627710998058319,0.8697076439857483,0.3369714915752411
18,0.8884198665618896,0.25714483857154846,0.8450101017951965,0.3795066177845001
19,0.8915700316429138,0.2538105845451355,0.8766381144523621,0.2923327088356018
