epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.728736162185669,0.6409337520599365,0.7775957584381104,0.47518476843833923
1,0.7793598771095276,0.47460296750068665,0.8009072542190552,0.4536111354827881
2,0.7966859936714172,0.44192466139793396,0.8088457584381104,0.4171745777130127
3,0.8060420751571655,0.4235113263130188,0.8157762289047241,0.4104282557964325
4,0.8150516748428345,0.40707629919052124,0.7972530126571655,0.4283442795276642
5,0.8166582584381104,0.4015194773674011,0.8230846524238586,0.39273083209991455
6,0.8189579248428345,0.39330393075942993,0.7823840975761414,0.4580773413181305
7,0.8275894522666931,0.37737059593200684,0.8305191397666931,0.38541775941848755
8,0.8284085392951965,0.3794633448123932,0.8316532373428345,0.3713684380054474
9,0.8356224894523621,0.3673632740974426,0.8350554704666138,0.3761054575443268
10,0.841040849685669,0.3578472435474396,0.8152721524238586,0.41995367407798767
11,0.8417653441429138,0.35298413038253784,0.8418598771095276,0.356372207403183
12,0.8374496102333069,0.35433122515678406,0.8364415168762207,0.3669803738594055
13,0.8404737710952759,0.3524816036224365,0.839087724685669,0.3655308783054352
14,0.8454511165618896,0.3439315855503082,0.8225806355476379,0.38932931423187256
15,0.847435712814331,0.3411960005760193,0.8308971524238586,0.36365970969200134
16,0.8472152352333069,0.3389206826686859,0.850806474685669,0.3426889479160309
17,0.8544606566429138,0.3294468820095062,0.7875503897666931,0.42298534512519836
18,0.8525390625,0.33140912652015686,0.8485382795333862,0.34121209383010864
19,0.8537046313285828,0.32980412244796753,0.8311492204666138,0.3943232297897339
