epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5275012850761414,25.729337692260742,0.5252016186714172,0.6924188733100891
1,0.530493974685669,0.6916206479072571,0.5253276228904724,0.6924235820770264
2,0.5302734375,0.6915509104728699,0.5254536271095276,0.6921470165252686
3,0.5304309725761414,0.6916123032569885,0.5252016186714172,0.692255437374115
4,0.5305569767951965,0.691641628742218,0.5238155126571655,0.6928601264953613
5,0.5302734375,0.6916362643241882,0.5250756144523621,0.6921007633209229
6,0.5305569767951965,0.6915399432182312,0.5255796313285828,0.6924728155136108
7,0.530052900314331,0.6915844678878784,0.5246976017951965,0.692167341709137
8,0.5308404564857483,0.6915065050125122,0.5263356566429138,0.692764163017273
9,0.5306829810142517,0.6915551424026489,0.5246976017951965,0.6923826336860657
10,0.5306199789047241,0.6915681958198547,0.5257056355476379,0.6921480298042297
11,0.530493974685669,0.6915169358253479,0.5250756144523621,0.6924101710319519
12,0.5306199789047241,0.6914854645729065,0.5240675210952759,0.6925109028816223
13,0.5306199789047241,0.6915703415870667,0.5254536271095276,0.6921730041503906
14,0.5304624438285828,0.6915596127510071,0.5257056355476379,0.6921418309211731
15,0.5303994417190552,0.6915646195411682,0.5267137289047241,0.6919300556182861
16,0.5305884480476379,0.69157475233078,0.5254536271095276,0.6921859383583069
17,0.5300214290618896,0.691580593585968,0.5239415168762207,0.692138671875
18,0.5303994417190552,0.6916075944900513,0.5259576439857483,0.6920104622840881
19,0.5307774543762207,0.6915241479873657,0.5259576439857483,0.6922468543052673
