epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8938382267951965,0.2431582659482956,0.8975554704666138,0.23191265761852264
1,0.8979649543762207,0.23372474312782288,0.8955393433570862,0.23423320055007935
2,0.8985320329666138,0.23133154213428497,0.899193525314331,0.22703446447849274
3,0.900611162185669,0.22737976908683777,0.8980594873428345,0.22735005617141724
4,0.9017137289047241,0.2245509773492813,0.8999496102333069,0.22323507070541382
5,0.9019657373428345,0.22208182513713837,0.8973034024238586,0.22455920279026031
6,0.9028792977333069,0.21958325803279877,0.8993195295333862,0.22331339120864868
7,0.9042653441429138,0.21646255254745483,0.9003276228904724,0.22112645208835602
8,0.9040133357048035,0.2154269814491272,0.9017137289047241,0.2192748486995697
9,0.9074155688285828,0.21245110034942627,0.8984375,0.2266598343849182
10,0.9057774543762207,0.21248915791511536,0.8986895084381104,0.22313815355300903
11,0.907447099685669,0.20999252796173096,0.9044858813285828,0.2178691327571869
12,0.9109752774238586,0.20756302773952484,0.8990675210952759,0.22220073640346527
13,0.9128969311714172,0.2041344791650772,0.9051159024238586,0.2178957760334015
14,0.9128023982048035,0.2029164433479309,0.9047378897666931,0.2166510820388794
15,0.9143460392951965,0.1999308466911316,0.8986895084381104,0.23469357192516327
16,0.9162676334381104,0.19750723242759705,0.90625,0.2166980355978012
17,0.9168346524238586,0.19745735824108124,0.903099775314331,0.2177930772304535
18,0.9194493293762207,0.19359947741031647,0.9061239957809448,0.21516944468021393
19,0.9202684164047241,0.19123591482639313,0.9092742204666138,0.21209855377674103
