Filename,Axis 0,Axis 1,Axis 2,Infomative voxel,Total voxel,Ratio
65-11496 L_masked_squeezed.nii.gz,224,224,224,1555286,11239424,0.1383777318125911
65-14582 R 2022_masked_squeezed_flipped.nii.gz,224,224,224,1936607,11239424,0.17230482629714833
65-14582 R 2023_masked_squeezed_flipped.nii.gz,224,224,224,1918136,11239424,0.17066141467747814
65-14920 L_masked_squeezed.nii.gz,224,224,224,1583870,11239424,0.1409209226380284
65-14920 R_masked_squeezed_flipped.nii.gz,224,224,224,1319770,11239424,0.11742327720708819
65-1579 L_masked_squeezed.nii.gz,224,224,224,1355465,11239424,0.12059915170030065
65-1579 R_masked_squeezed_flipped.nii.gz,224,224,224,1372885,11239424,0.12214905318991436
65-20101 L_masked_squeezed.nii.gz,224,224,224,1860542,11239424,0.16553713072840742
65-20101 R_masked_squeezed_flipped.nii.gz,224,224,224,1672145,11239424,0.14877497280999452
65-20231 L_masked_squeezed.nii.gz,224,224,224,1601588,11239424,0.14249733794187316
65-20231 R_masked_squeezed_flipped.nii.gz,224,224,224,1564906,11239424,0.13923364756058673
65-23331 L_masked_squeezed.nii.gz,224,224,224,1808238,11239424,0.16088351146820334
65-23331 R_masked_squeezed_flipped.nii.gz,224,224,224,1857096,11239424,0.1652305313866618
65-24090 L 2023 11 17_masked_squeezed.nii.gz,224,224,224,1755357,11239424,0.15617855505762573
65-24090 R 2023 11 17_masked_squeezed_flipped.nii.gz,224,224,224,1637738,11239424,0.14571369493668002
65-24090 R 2023 11 29_masked_squeezed_flipped.nii.gz,224,224,224,1699423,11239424,0.1512019655099763
65-2425 L 2022 02 17_masked_squeezed.nii.gz,224,224,224,1375608,11239424,0.12239132539176385
65-2425 L 2022 10 03_masked_squeezed.nii.gz,224,224,224,1314564,11239424,0.11696008621082361
65-2425 L 2023_masked_squeezed.nii.gz,224,224,224,1201209,11239424,0.10687460496196247
65-2425 R 2022 02 17_masked_squeezed_flipped.nii.gz,224,224,224,1378787,11239424,0.1226741690677387
65-2425 R 2022 10 03_masked_squeezed_flipped.nii.gz,224,224,224,1318863,11239424,0.11734257912149235
65-2425 R 2023_masked_squeezed_flipped.nii.gz,224,224,224,1330687,11239424,0.11839459032776056
65-25886 R_masked_squeezed_flipped.nii.gz,224,224,224,2050594,11239424,0.18244653818558673
65-26867 L_masked_squeezed.nii.gz,224,224,224,1671144,11239424,0.14868591130648687
65-26867 R_masked_squeezed_flipped.nii.gz,224,224,224,1649754,11239424,0.14678278886889579
65-27050 R_masked_squeezed_flipped.nii.gz,224,224,224,1759637,11239424,0.1565593574902059
65-27889 L_masked_squeezed.nii.gz,224,224,224,1652242,11239424,0.14700415252596574
65-4483 L_masked_squeezed.nii.gz,224,224,224,1402622,11239424,0.12479482934356778
65-4998 L_masked_squeezed.nii.gz,224,224,224,1642162,11239424,0.14610730941372085
65-4998 R_masked_squeezed_flipped.nii.gz,224,224,224,1485917,11239424,0.13220579631127005
65-700003 L_masked_squeezed.nii.gz,224,224,224,1652644,11239424,0.14703991948341838
65-700003 R_masked_squeezed_flipped.nii.gz,224,224,224,1494848,11239424,0.13300040998542273
65-700131 L_masked_squeezed.nii.gz,224,224,224,1676904,11239424,0.14919839308491253
65-700131 R_masked_squeezed_flipped.nii.gz,224,224,224,1938261,11239424,0.17245198686338375
65-700197 L_masked_squeezed.nii.gz,224,224,224,1714536,11239424,0.15254660737062684
65-700197 R_masked_squeezed_flipped.nii.gz,224,224,224,1831598,11239424,0.16296190979181852
65-700405 L_masked_squeezed.nii.gz,224,224,224,1910602,11239424,0.16999109562909986
65-700405 R_masked_squeezed_flipped.nii.gz,224,224,224,2054905,11239424,0.18283009876662717
65-8582 R_masked_squeezed_flipped.nii.gz,224,224,224,1529473,11239424,0.13608108387049017
66-12948 R_masked_squeezed_flipped.nii.gz,224,224,224,1764145,11239424,0.15696044565984876
66-13889 R_masked_squeezed_flipped.nii.gz,224,224,224,1576460,11239424,0.14026163618349125
66-18213 L_masked_squeezed.nii.gz,224,224,224,1751014,11239424,0.15579214735559402
66-18213 R_masked_squeezed_flipped.nii.gz,224,224,224,1662177,11239424,0.14788809462121902
66-20679 L_masked_squeezed.nii.gz,224,224,224,1702347,11239424,0.1514621211905521
66-21702 L_masked_squeezed.nii.gz,224,224,224,1783100,11239424,0.15864691998451166
66-2177 L_masked_squeezed.nii.gz,224,224,224,1348329,11239424,0.11996424371925109
66-2177 R_masked_squeezed_flipped.nii.gz,224,224,224,1231938,11239424,0.10960864186634475
66-218 L 2023 06 16_masked_squeezed.nii.gz,224,224,224,2701578,11239424,0.24036623229090742
66-218 R 2023 06 16_masked_squeezed_flipped.nii.gz,224,224,224,2669049,11239424,0.23747204483076712
66-23248 L 2023 11 29_masked_squeezed.nii.gz,224,224,224,1552910,11239424,0.13816633307899054
66-23248 R 2023 11 29_masked_squeezed_flipped.nii.gz,224,224,224,1139319,11239424,0.10136809501981596
66-4559 L_masked_squeezed.nii.gz,224,224,224,1544645,11239424,0.13743097511046828
66-4559 R_masked_squeezed_flipped.nii.gz,224,224,224,1387818,11239424,0.12347767999498907
66-59 L_masked_squeezed.nii.gz,224,224,224,1494851,11239424,0.13300067690301567
66-59 R_masked_squeezed_flipped.nii.gz,224,224,224,1609228,11239424,0.143177088078535
66-700261 L_masked_squeezed.nii.gz,224,224,224,1395245,11239424,0.12413847898255284
66-700261 R_masked_squeezed_flipped.nii.gz,224,224,224,1434593,11239424,0.1276393701314231
66-700314 L_masked_squeezed.nii.gz,224,224,224,1578700,11239424,0.140460934652879
66-700314 R_masked_squeezed_flipped.nii.gz,224,224,224,1404934,11239424,0.12500053383518586
66-700362 L_masked_squeezed.nii.gz,224,224,224,1381520,11239424,0.12291733099489796
66-700362 R_masked_squeezed_flipped.nii.gz,224,224,224,1588947,11239424,0.14137263617779702
66-700404 L_masked_squeezed.nii.gz,224,224,224,1707274,11239424,0.1519004888506742
66-700404 R_masked_squeezed_flipped.nii.gz,224,224,224,1779421,11239424,0.15831959004304846
66-700681 L_masked_squeezed.nii.gz,224,224,224,1614135,11239424,0.14361367628803753
66-700681 R_masked_squeezed_flipped.nii.gz,224,224,224,1302932,11239424,0.11592515773050291
