epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5240360498428345,21.290849685668945,0.5331401228904724,0.6912693977355957
1,0.5271547436714172,0.6915362477302551,0.5346522331237793,0.69119793176651
2,0.5277847647666931,0.6916118860244751,0.5328881144523621,0.6912301778793335
3,0.5276587605476379,0.6915608644485474,0.5349042415618896,0.6909880638122559
4,0.5272492170333862,0.6916700005531311,0.5352822542190552,0.6909201741218567
5,0.5276902914047241,0.6915941834449768,0.5336441397666931,0.6912325024604797
6,0.5275957584381104,0.6916563510894775,0.5335181355476379,0.691124439239502
7,0.5277532935142517,0.6916543245315552,0.5341481566429138,0.6912583112716675
8,0.5278477668762207,0.691652774810791,0.5326361060142517,0.6914530396461487
9,0.5271547436714172,0.6915881633758545,0.5332661271095276,0.6912705302238464
10,0.5281313061714172,0.6915504336357117,0.534400224685669,0.6915130019187927
11,0.5276902914047241,0.6915681958198547,0.5342742204666138,0.6913694739341736
12,0.5273752808570862,0.6916435956954956,0.5345262289047241,0.690967321395874
13,0.5274382829666138,0.6916285157203674,0.5350302457809448,0.6909434199333191
14,0.5269972085952759,0.6916401982307434,0.5340221524238586,0.691352128982544
15,0.5275957584381104,0.6916921138763428,0.5346522331237793,0.6909838914871216
16,0.5276272892951965,0.6916888356208801,0.5338961482048035,0.6910064220428467
17,0.5266191959381104,0.6916610598564148,0.5349042415618896,0.6907926201820374
18,0.5278477668762207,0.6916295886039734,0.5360382795333862,0.6908932328224182
19,0.5274382829666138,0.6916142106056213,0.5352822542190552,0.6911694407463074
