epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5258946418762207,56.06614685058594,0.5284778475761414,0.6917245984077454
1,0.5292023420333862,0.818985104560852,0.5282257795333862,0.6915541887283325
2,0.5294544100761414,0.6916463375091553,0.5269657373428345,0.6917571425437927
3,0.5292653441429138,0.6915842294692993,0.5286038517951965,0.6915217638015747
4,0.5297694206237793,0.6916027069091797,0.5283518433570862,0.6915724873542786
5,0.5300214290618896,0.6915302872657776,0.5298638939857483,0.6913708448410034
6,0.5294228792190552,0.6916015148162842,0.5278477668762207,0.6917622685432434
7,0.5297694206237793,0.6915744543075562,0.5269657373428345,0.6916922926902771
8,0.5296434164047241,0.691634476184845,0.5296118855476379,0.6915202736854553
9,0.5297064185142517,0.6915801167488098,0.5288558602333069,0.6915791630744934
10,0.5293598771095276,0.6916095018386841,0.5270917415618896,0.6917290091514587
11,0.5294858813285828,0.6915551424026489,0.5294858813285828,0.6914075016975403
12,0.5296748876571655,0.6915999054908752,0.5287298560142517,0.6916114687919617
13,0.5297064185142517,0.691584050655365,0.5286038517951965,0.6915920376777649
14,0.5296118855476379,0.6915845274925232,0.5284778475761414,0.6915917992591858
15,0.5294228792190552,0.6916383504867554,0.5277217626571655,0.6917855739593506
16,0.5298008918762207,0.6915882229804993,0.5298638939857483,0.6913865804672241
17,0.5292653441429138,0.6916115283966064,0.5296118855476379,0.6914330720901489
18,0.5295804142951965,0.6915730237960815,0.5279737710952759,0.6915826201438904
19,0.5296434164047241,0.6915682554244995,0.5279737710952759,0.6916439533233643
