epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7242943644523621,0.7254551649093628,0.7749496102333069,0.4907757043838501
1,0.7798954248428345,0.47624707221984863,0.7888104915618896,0.467087060213089
2,0.8062940835952759,0.4289375841617584,0.8198084831237793,0.4026668965816498
3,0.8117754459381104,0.40614524483680725,0.8162802457809448,0.41208988428115845
4,0.8217300772666931,0.388319194316864,0.8306451439857483,0.3688679039478302
5,0.8314957022666931,0.3700009286403656,0.8166582584381104,0.3857257068157196
6,0.8375126123428345,0.3592454493045807,0.8143901228904724,0.40387701988220215
7,0.8398752808570862,0.35180360078811646,0.8424898982048035,0.3420862555503845
8,0.8445690274238586,0.3415585160255432,0.8174143433570862,0.37716802954673767
9,0.8483808040618896,0.33149927854537964,0.84765625,0.3362719416618347
10,0.8547441959381104,0.3240613639354706,0.8574848771095276,0.32168152928352356
11,0.8581148982048035,0.3132832944393158,0.8528226017951965,0.3293052613735199
12,0.8589339852333069,0.30949416756629944,0.8465221524238586,0.35017523169517517
13,0.8621471524238586,0.3045082986354828,0.8615171313285828,0.3034197688102722
14,0.8678805232048035,0.29702019691467285,0.842993974685669,0.3485387861728668
15,0.8713457584381104,0.2886659801006317,0.8714717626571655,0.29539522528648376
16,0.8707157373428345,0.28816065192222595,0.8460181355476379,0.3291635513305664
17,0.8761655688285828,0.27665796875953674,0.8186743855476379,0.3734472692012787
18,0.8738659024238586,0.2811151146888733,0.8559727668762207,0.3238302767276764
19,0.8742124438285828,0.2807580232620239,0.8690776228904724,0.29249024391174316
