epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,170.773,0.61337,0.71507,1,0.54611,0.000541775,0.000541775,0.000541775
2,336.911,0.59354,0.64932,1,0.71245,0.00109527,0.00109527,0.00109527
3,520.699,0.57681,0.68767,1,0.56116,0.00164656,0.00164656,0.00164656
