epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8926096558570862,0.23931334912776947,0.8573588728904724,0.32191869616508484
1,0.8967363834381104,0.23233787715435028,0.8564768433570862,0.3234846293926239
2,0.8978389501571655,0.23004887998104095,0.8567288517951965,0.3254636228084564
3,0.8991620540618896,0.22768835723400116,0.8584929704666138,0.3253574073314667
4,0.9003590941429138,0.22570592164993286,0.8584929704666138,0.325329452753067
5,0.9010836482048035,0.22453494369983673,0.8582409024238586,0.32983118295669556
6,0.9027217626571655,0.22295734286308289,0.8578628897666931,0.32552340626716614
7,0.9029737710952759,0.22160600125789642,0.8587449789047241,0.33418288826942444
8,0.9043284058570862,0.22031046450138092,0.860131025314331,0.330484002828598
9,0.9039188623428345,0.2191098928451538,0.8606351017951965,0.32712608575820923
10,0.9053049683570862,0.21830090880393982,0.8598790168762207,0.33051905035972595
11,0.905493974685669,0.2167629599571228,0.8592489957809448,0.3313339948654175
12,0.906470537185669,0.21598652005195618,0.8595010042190552,0.3315786123275757
13,0.9069115519523621,0.21513834595680237,0.8606351017951965,0.33085164427757263
14,0.9077621102333069,0.21337194740772247,0.859375,0.3412076532840729
15,0.9078881144523621,0.2122538983821869,0.8588709831237793,0.3392413258552551
16,0.9077621102333069,0.2119084745645523,0.8591229915618896,0.3358732759952545
17,0.9087701439857483,0.21122370660305023,0.8606351017951965,0.3368827998638153
18,0.9094632267951965,0.21046938002109528,0.8588709831237793,0.34456250071525574
19,0.9098412394523621,0.20948776602745056,0.8607611060142517,0.3409123122692108
