epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7249559164047241,0.8964400291442871,0.7599546313285828,0.5434329509735107
1,0.7849042415618896,0.4708689749240875,0.8103578686714172,0.4152270257472992
2,0.8138861060142517,0.41887760162353516,0.8233367204666138,0.3910210430622101
3,0.8297001123428345,0.3931597173213959,0.8408518433570862,0.35869866609573364
4,0.8411668539047241,0.3728591203689575,0.8259828686714172,0.526603102684021
5,0.8487273454666138,0.36589112877845764,0.8089717626571655,0.41015008091926575
6,0.8558152914047241,0.35881346464157104,0.8108618855476379,0.427869588136673
7,0.8579258918762207,0.3606921434402466,0.8453881144523621,0.366449236869812
8,0.8609501123428345,0.36953097581863403,0.8411038517951965,0.38620492815971375
9,0.8678175210952759,0.35466742515563965,0.8457661271095276,0.4227064847946167
10,0.8709362149238586,0.35392895340919495,0.8006552457809448,0.4547666907310486
11,0.8739604353904724,0.35754308104515076,0.8571068644523621,0.39324015378952026
12,0.8783077001571655,0.3424123525619507,0.8463961482048035,0.4647989571094513
13,0.8725428581237793,0.3595735430717468,0.8647933602333069,0.48022207617759705
14,0.8766065835952759,0.35373345017433167,0.8699596524238586,0.5469993948936462
15,0.8776461482048035,0.35714685916900635,0.8652973771095276,0.4101138710975647
16,0.8807333707809448,0.34854504466056824,0.8528226017951965,0.5164189338684082
17,0.8770791292190552,0.37484803795814514,0.80859375,0.5686652660369873
18,0.8755670189857483,0.3639943599700928,0.8717237710952759,0.49648013710975647
19,0.8804498314857483,0.35348495841026306,0.8611391186714172,0.7559902667999268
